,correlation,auc_position,auc_to_maxindex,time
IsoForest,0.382,1.0,0.998,
KLR_p,0.248,1.0,0.998,
KLR_f,0.248,1.0,0.998,
LRG_nystroem_p,0.248,1.0,0.998,
LRG_nystroem_f,0.321,1.0,0.998,
SVM_p,0.248,1.0,0.998,
SVM_f,0.248,1.0,0.998,
LRG_linear,0.321,1.0,0.998,
SVM_linear,0.248,1.0,0.998,
KNNC_10%,0.358,1.0,0.998,
KNNC_50%,0.406,1.0,0.998,
KNNM_10%,0.321,1.0,0.998,
KNNM_50%,0.358,1.0,0.998,
MLP,0.418,1.0,0.998,
KNNC_W_50%,0.515,1.0,0.998,533.4211776256561
