,correlation,auc_position,auc_to_maxindex,time
IsoForest,0.564,1.0,0.992,
KLR_p,0.236,1.0,0.992,
KLR_f,0.164,1.0,0.992,
LRG_nystroem_p,0.164,1.0,0.992,
LRG_nystroem_f,0.018,1.0,0.992,
SVM_p,0.236,1.0,0.992,
SVM_f,0.236,1.0,0.992,
LRG_linear,0.188,1.0,0.992,
SVM_linear,0.224,1.0,0.992,
KNNC_10%,0.309,1.0,0.992,
KNNC_50%,0.455,1.0,0.992,
KNNM_10%,0.273,1.0,0.992,
KNNM_50%,0.309,1.0,0.992,
MLP,0.6,1.0,0.992,
KNNC_W_50%,0.564,1.0,0.995,523.6739318370819
