,correlation,auc_position,auc_to_maxindex,time
IsoForest,0.77,1.0,0.945,
KLR_p,0.733,1.0,0.945,
KLR_f,0.758,1.0,0.945,
LRG_nystroem_p,0.721,1.0,0.945,
LRG_nystroem_f,0.818,1.0,0.945,
SVM_p,0.758,1.0,0.945,
SVM_f,0.612,1.0,0.945,
LRG_linear,0.648,1.0,0.945,
SVM_linear,0.612,1.0,0.945,
KNNC_10%,0.758,1.0,0.945,
KNNC_50%,0.721,1.0,0.945,
KNNM_10%,0.758,1.0,0.945,
KNNM_50%,0.745,1.0,0.945,
MLP,0.77,1.0,0.945,
KNNC_W_50%,0.491,4.0,0.689,57.693265199661255
