,correlation,auc_position,auc_to_maxindex,time
IsoForest,0.794,1.0,0.994,
KLR_p,0.612,2.0,0.931,
KLR_f,0.612,2.0,0.931,
LRG_nystroem_p,0.588,1.0,0.994,
LRG_nystroem_f,0.576,2.0,0.931,
SVM_p,0.673,2.0,0.931,
SVM_f,0.6,1.0,0.994,
LRG_linear,0.612,2.0,0.931,
SVM_linear,0.576,2.0,0.931,
KNNC_10%,0.745,2.0,0.931,
KNNC_50%,0.782,2.0,0.931,
KNNM_10%,0.612,2.0,0.931,
KNNM_50%,0.745,2.0,0.931,
MLP,0.794,1.0,0.994,
KNNC_W_50%,0.915,1.0,0.996,535.0990617275238
