,correlation,auc_position,auc_to_maxindex
KLR_p,0.552,7.0,0.418
KLR_f,0.552,7.0,0.418
LRG_nystroem_p,0.527,7.0,0.418
LRG_nystroem_f,0.552,7.0,0.418
SVM_p,0.6,7.0,0.418
SVM_f,0.539,7.0,0.418
LRG_linear,0.552,7.0,0.418
SVM_linear,0.564,7.0,0.418
KNNC_10%,0.552,7.0,0.418
KNNC_50%,0.552,7.0,0.418
KNNM_10%,0.588,7.0,0.418
KNNM_50%,0.588,7.0,0.418
MLP,0.297,7.0,0.418
