,correlation,auc_position,auc_to_maxindex,time
IsoForest,0.232,7.0,0.75,
KLR_p,0.561,7.0,0.75,
KLR_f,0.561,7.0,0.75,
LRG_nystroem_p,0.561,7.0,0.75,
LRG_nystroem_f,0.561,7.0,0.75,
SVM_p,0.561,7.0,0.75,
SVM_f,0.561,7.0,0.75,
LRG_linear,0.561,7.0,0.75,
SVM_linear,0.561,7.0,0.75,
KNNC_10%,0.559,7.0,0.75,
KNNC_50%,0.561,7.0,0.75,
KNNM_10%,0.561,7.0,0.75,
KNNM_50%,0.561,7.0,0.75,
MLP,0.549,7.0,0.75,
KNNC_W_50%,0.43,7.0,0.542,39.490068674087524
