,correlation,auc_position,auc_to_maxindex,time
IsoForest,0.188,7.0,0.517,
KLR_p,0.43,7.0,0.517,
KLR_f,0.309,7.0,0.517,
LRG_nystroem_p,0.43,7.0,0.517,
LRG_nystroem_f,0.309,7.0,0.517,
SVM_p,0.418,7.0,0.517,
SVM_f,0.43,7.0,0.517,
LRG_linear,0.43,7.0,0.517,
SVM_linear,0.43,7.0,0.517,
KNNC_10%,0.212,7.0,0.517,
KNNC_50%,0.176,7.0,0.517,
KNNM_10%,0.285,7.0,0.517,
KNNM_50%,0.236,7.0,0.517,
MLP,0.37,7.0,0.517,
KNNC_W_50%,-0.103,10.0,0.164,59.51290988922119
