,correlation,auc_position,auc_to_maxindex,time
IsoForest,0.855,3.0,0.783,
KLR_p,0.927,3.0,0.783,
KLR_f,0.927,3.0,0.783,
LRG_nystroem_p,0.927,3.0,0.783,
LRG_nystroem_f,0.927,3.0,0.783,
SVM_p,0.927,3.0,0.783,
SVM_f,0.927,3.0,0.783,
LRG_linear,0.927,3.0,0.783,
SVM_linear,0.927,3.0,0.783,
KNNC_10%,0.927,3.0,0.783,
KNNC_50%,0.867,3.0,0.783,
KNNM_10%,0.915,3.0,0.783,
KNNM_50%,0.879,3.0,0.783,
MLP,0.903,3.0,0.783,
KNNC_W_50%,0.794,1.0,0.863,945.2199580669403
