,correlation,auc_position,auc_to_maxindex
KLR_p,0.867,1.0,0.863
KLR_f,0.867,1.0,0.863
LRG_nystroem_p,0.867,1.0,0.863
LRG_nystroem_f,0.867,1.0,0.863
SVM_p,0.903,1.0,0.863
SVM_f,0.867,1.0,0.863
LRG_linear,0.867,1.0,0.863
SVM_linear,0.867,1.0,0.863
KNNC_10%,0.903,1.0,0.863
KNNC_50%,0.867,1.0,0.863
KNNM_10%,0.867,1.0,0.863
KNNM_50%,0.867,1.0,0.863
MLP,0.867,1.0,0.863
